sigla_uf,nome_municipio2,n_partidos_vitoriosos,n_partidos,porcentagem_eleitos
MG,Itanhandu,6.0,10.0,0.6
BA,Santa Bárbara,6.0,10.0,0.6
MA,Bequimão,6.0,15.0,0.4
BA,Ourolândia,6.0,7.0,0.8571428571428571
MA,Rosário,6.0,11.0,0.5454545454545454
MG,Delfim Moreira,6.0,9.0,0.6666666666666666
ES,Conceição do Castelo,6.0,11.0,0.5454545454545454
MA,Alcântara,6.0,10.0,0.6
SP,Ilha Solteira,6.0,15.0,0.4
SP,Buritama,6.0,9.0,0.6666666666666666
SP,Valparaíso,6.0,13.0,0.46153846153846156
SP,Santo Antônio do Aracanguá,6.0,7.0,0.8571428571428571
SP,Rubiácea,6.0,8.0,0.75
RJ,Sapucaia,6.0,11.0,0.5454545454545454
RJ,Areal,6.0,9.0,0.6666666666666666
ES,Iconha,6.0,8.0,0.75
MG,Caldas,6.0,9.0,0.6666666666666666
ES,Itaguaçu,6.0,9.0,0.6666666666666666
MA,Raposa,6.0,13.0,0.46153846153846156
ES,Santa Teresa,6.0,12.0,0.5
ES,Marechal Floriano,6.0,9.0,0.6666666666666666
ES,Itarana,6.0,10.0,0.6
GO,Itaberaí,6.0,11.0,0.5454545454545454
GO,Aurilândia,6.0,10.0,0.6
TO,Augustinópolis,6.0,11.0,0.5454545454545454
MA,Peritoró,6.0,7.0,0.8571428571428571
PE,Paudalho,6.0,11.0,0.5454545454545454
PB,Capim,6.0,8.0,0.75
PB,Conde,6.0,16.0,0.375
PB,Alhandra,6.0,10.0,0.6
RN,Montanhas,6.0,8.0,0.75
PR,Rebouças,6.0,9.0,0.6666666666666666
PE,Condado,6.0,10.0,0.6
RN,Macaíba,6.0,13.0,0.46153846153846156
CE,Ibaretama,6.0,9.0,0.6666666666666666
CE,Banabuiú,6.0,8.0,0.75
MA,Mirador,6.0,9.0,0.6666666666666666
SP,Silveiras,6.0,9.0,0.6666666666666666
TO,Aragominas,6.0,8.0,0.75
MA,Aldeias Altas,6.0,10.0,0.6
RN,Ceará-Mirim,6.0,16.0,0.375
MA,Araioses,6.0,18.0,0.3333333333333333
PR,São João do Triunfo,6.0,8.0,0.75
PE,Catende,6.0,18.0,0.3333333333333333
MG,Carlos Chagas,6.0,9.0,0.6666666666666666
BA,Biritinga,6.0,12.0,0.5
BA,Conceição do Coité,6.0,11.0,0.5454545454545454
PR,Bituruna,6.0,9.0,0.6666666666666666
BA,Entre Rios,6.0,16.0,0.375
BA,Cardeal da Silva,6.0,9.0,0.6666666666666666
TO,Miracema do Tocantins,6.0,10.0,0.6
BA,Araçás,6.0,11.0,0.5454545454545454
PR,Paulo Frontin,6.0,10.0,0.6
PE,Amaraji,6.0,11.0,0.5454545454545454
PE,Tamandaré,6.0,12.0,0.5
PR,São Mateus do Sul,6.0,13.0,0.46153846153846156
SP,Pedro de Toledo,6.0,11.0,0.5454545454545454
PE,Pombos,6.0,12.0,0.5
BA,Acajutiba,6.0,7.0,0.8571428571428571
MG,Carmo do Rio Claro,6.0,14.0,0.42857142857142855
BA,Formosa do Rio Preto,6.0,9.0,0.6666666666666666
PA,Capitão Poço,6.0,9.0,0.6666666666666666
PA,Vigia,6.0,13.0,0.46153846153846156
MG,Paraguaçu,6.0,11.0,0.5454545454545454
PA,Ourém,6.0,10.0,0.6
PA,Colares,6.0,10.0,0.6
AM,Novo Aripuanã,6.0,14.0,0.42857142857142855
AM,Pauini,6.0,10.0,0.6
AM,Lábrea,6.0,10.0,0.6
AM,Boca do Acre,6.0,17.0,0.35294117647058826
MG,Guaranésia,6.0,9.0,0.6666666666666666
GO,Uruana,6.0,11.0,0.5454545454545454
GO,Rubiataba,6.0,14.0,0.42857142857142855
GO,Ceres,6.0,12.0,0.5
GO,Nazário,6.0,11.0,0.5454545454545454
GO,Firminópolis,6.0,9.0,0.6666666666666666
MG,Monte Belo,6.0,10.0,0.6
MG,Nova Resende,6.0,9.0,0.6666666666666666
GO,Fazenda Nova,6.0,9.0,0.6666666666666666
MG,Machado,6.0,10.0,0.6
MG,Conceição da Aparecida,6.0,9.0,0.6666666666666666
PA,São Caetano de Odivelas,6.0,13.0,0.46153846153846156
MG,Carvalhópolis,6.0,7.0,0.8571428571428571
SP,Cruzeiro,6.0,19.0,0.3157894736842105
PA,Nova Timboteua,6.0,7.0,0.8571428571428571
PA,Tracuateua,6.0,14.0,0.42857142857142855
TO,Xambioá,6.0,10.0,0.6
PA,Irituia,6.0,12.0,0.5
MG,Ibiraci,6.0,13.0,0.46153846153846156
MG,Itaú de Minas,6.0,11.0,0.5454545454545454
PA,São Domingos do Capim,6.0,8.0,0.75
SP,São Sebastião,7.0,25.0,0.28
SP,Potim,7.0,11.0,0.6363636363636364
SP,Pirassununga,7.0,17.0,0.4117647058823529
SP,Francisco Morato,7.0,17.0,0.4117647058823529
SP,Ilhabela,7.0,26.0,0.2692307692307692
SP,Pindamonhangaba,7.0,27.0,0.25925925925925924
SP,Registro,7.0,20.0,0.35
SP,Juquitiba,7.0,12.0,0.5833333333333334
SP,Mairiporã,7.0,19.0,0.3684210526315789
SP,Aguaí,7.0,12.0,0.5833333333333334
SP,Miracatu,7.0,11.0,0.6363636363636364
SP,Mongaguá,7.0,15.0,0.4666666666666667
SP,Pirapora do Bom Jesus,7.0,20.0,0.35
SP,Porto Ferreira,7.0,15.0,0.4666666666666667
SP,Santo Antônio de Posse,7.0,11.0,0.6363636363636364
SP,Cosmópolis,7.0,19.0,0.3684210526315789
SP,Piquete,7.0,16.0,0.4375
SP,Mogi Guaçu,7.0,19.0,0.3684210526315789
SP,Tremembé,7.0,18.0,0.3888888888888889
PR,Piên,7.0,11.0,0.6363636363636364
SP,Jacareí,7.0,23.0,0.30434782608695654
MG,Cantagalo,7.0,10.0,0.7
SP,Tupã,7.0,12.0,0.5833333333333334
PR,Prudentópolis,7.0,11.0,0.6363636363636364
PR,Ipiranga,7.0,9.0,0.7777777777777778
PR,Ivaí,7.0,8.0,0.875
MG,São Gonçalo do Sapucaí,7.0,15.0,0.4666666666666667
MG,Alpinópolis,7.0,10.0,0.7
MG,Formiga,7.0,11.0,0.6363636363636364
MG,Areado,7.0,10.0,0.7
MG,Frei Inocêncio,7.0,12.0,0.5833333333333334
MG,Ilicínea,7.0,13.0,0.5384615384615384
MG,Borda da Mata,7.0,11.0,0.6363636363636364
MG,Pouso Alegre,7.0,15.0,0.4666666666666667
MG,Santa Rita do Sapucaí,7.0,16.0,0.4375
MG,Botelhos,7.0,10.0,0.7
MG,Campestre,7.0,9.0,0.7777777777777778
MG,Campo do Meio,7.0,12.0,0.5833333333333334
MG,Bambuí,7.0,10.0,0.7
MG,Arcos,7.0,11.0,0.6363636363636364
MG,Cláudio,7.0,10.0,0.7
MG,Ipaba,7.0,9.0,0.7777777777777778
MG,Açucena,7.0,12.0,0.5833333333333334
MG,Piedade de Caratinga,7.0,11.0,0.6363636363636364
SP,Parapuã,7.0,10.0,0.7
SP,Presidente Bernardes,7.0,10.0,0.7
MG,Aimorés,7.0,10.0,0.7
SP,Presidente Prudente,7.0,24.0,0.2916666666666667
SP,Rosana,7.0,12.0,0.5833333333333334
SP,Panorama,7.0,12.0,0.5833333333333334
PR,Cantagalo,7.0,11.0,0.6363636363636364
PR,Santa Maria do Oeste,7.0,12.0,0.5833333333333334
PR,Clevelândia,7.0,10.0,0.7
PR,Palmas,7.0,17.0,0.4117647058823529
PR,Laranjeiras do Sul,7.0,14.0,0.5
PR,Nova Laranjeiras,7.0,10.0,0.7
MG,Bom Sucesso,7.0,9.0,0.7777777777777778
MG,Piumhi,7.0,11.0,0.6363636363636364
MG,Maria da Fé,7.0,12.0,0.5833333333333334
MG,Conceição do Rio Verde,7.0,11.0,0.6363636363636364
MG,Passa Quatro,7.0,12.0,0.5833333333333334
MG,Baependi,7.0,11.0,0.6363636363636364
MG,Luisburgo,7.0,9.0,0.7777777777777778
MG,Simonésia,7.0,11.0,0.6363636363636364
MG,Bicas,7.0,10.0,0.7
PR,Francisco Beltrão,7.0,13.0,0.5384615384615384
MG,São João Nepomuceno,7.0,12.0,0.5833333333333334
MG,Piranga,7.0,8.0,0.875
SP,Araçariguama,7.0,18.0,0.3888888888888889
SP,Monte Alegre do Sul,7.0,8.0,0.875
SP,Piedade,7.0,13.0,0.5384615384615384
SP,Porto Feliz,7.0,12.0,0.5833333333333334
SP,Votorantim,7.0,16.0,0.4375
SP,Jundiaí,7.0,23.0,0.30434782608695654
SP,Nazaré Paulista,7.0,11.0,0.6363636363636364
SP,Piracaia,7.0,11.0,0.6363636363636364
SP,Mococa,7.0,12.0,0.5833333333333334
SP,Itobi,7.0,10.0,0.7
SP,Caçapava,7.0,22.0,0.3181818181818182
MG,Ewbank da Câmara,7.0,10.0,0.7
SP,Vargem Grande do Sul,7.0,11.0,0.6363636363636364
MG,Coronel Pacheco,7.0,13.0,0.5384615384615384
MG,Vermelho Novo,7.0,10.0,0.7
SP,Cândido Mota,7.0,11.0,0.6363636363636364
SP,Palmital,7.0,14.0,0.5
SP,Ourinhos,7.0,12.0,0.5833333333333334
PR,Agudos do Sul,7.0,12.0,0.5833333333333334
PR,Almirante Tamandaré,7.0,19.0,0.3684210526315789
PR,Piraquara,7.0,19.0,0.3684210526315789
PR,Rio Negro,7.0,14.0,0.5
PR,Morretes,7.0,14.0,0.5
MG,Alfredo Vasconcelos,7.0,12.0,0.5833333333333334
MG,Ressaquinha,7.0,12.0,0.5833333333333334
MG,Carandaí,7.0,8.0,0.875
PR,Nova Prata do Iguaçu,7.0,11.0,0.6363636363636364
PR,Dois Vizinhos,7.0,14.0,0.5
SP,Bom Sucesso de Itararé,7.0,9.0,0.7777777777777778
SP,Capão Bonito,7.0,14.0,0.5
SP,Guapiara,7.0,8.0,0.875
SP,Ribeirão Branco,7.0,10.0,0.7
MG,Chiador,7.0,10.0,0.7
RO,Candeias do Jamari,7.0,10.0,0.7
MS,Paranaíba,7.0,16.0,0.4375
PR,Marialva,7.0,13.0,0.5384615384615384
MG,Prata,7.0,9.0,0.7777777777777778
BA,Carinhanha,7.0,10.0,0.7
SE,Laranjeiras,7.0,16.0,0.4375
MA,Coelho Neto,7.0,14.0,0.5
SE,São Cristóvão,7.0,18.0,0.3888888888888889
MT,Mirassol d'Oeste,7.0,10.0,0.7
MG,Patrocínio,7.0,10.0,0.7
RJ,Angra dos Reis,7.0,23.0,0.30434782608695654
BA,Morro do Chapéu,7.0,10.0,0.7
BA,Itiúba,7.0,12.0,0.5833333333333334
MA,Brejo,7.0,8.0,0.875
CE,Canindé,7.0,13.0,0.5384615384615384
CE,Itapipoca,7.0,11.0,0.6363636363636364
CE,Amontada,7.0,13.0,0.5384615384615384
PA,Baião,7.0,14.0,0.5
CE,Paracuru,7.0,17.0,0.4117647058823529
SP,Itápolis,7.0,15.0,0.4666666666666667
BA,Bom Jesus da Lapa,7.0,11.0,0.6363636363636364
MG,Planura,7.0,10.0,0.7
BA,Serra do Ramalho,7.0,12.0,0.5833333333333334
BA,Casa Nova,7.0,14.0,0.5
MG,Urucuia,7.0,13.0,0.5384615384615384
MG,Chapada Gaúcha,7.0,10.0,0.7
PE,São Lourenço da Mata,7.0,22.0,0.3181818181818182
MG,Pedras de Maria da Cruz,7.0,9.0,0.7777777777777778
MA,Coroatá,7.0,15.0,0.4666666666666667
SE,Itaporanga d'Ajuda,7.0,14.0,0.5
BA,Dias d'Ávila,7.0,17.0,0.4117647058823529
MG,Porteirinha,7.0,12.0,0.5833333333333334
SP,Matão,7.0,17.0,0.4117647058823529
MG,São João da Ponte,7.0,11.0,0.6363636363636364
MG,Engenheiro Navarro,7.0,10.0,0.7
BA,Terra Nova,7.0,12.0,0.5833333333333334
MG,Capitão Enéas,7.0,13.0,0.5384615384615384
BA,Cachoeira,7.0,16.0,0.4375
BA,Itaparica,7.0,11.0,0.6363636363636364
BA,Maragogipe,7.0,15.0,0.4666666666666667
BA,Sobradinho,7.0,12.0,0.5833333333333334
BA,Curaçá,7.0,9.0,0.7777777777777778
MG,Francisco Sá,7.0,11.0,0.6363636363636364
SP,Descalvado,7.0,12.0,0.5833333333333334
BA,Conceição da Feira,7.0,13.0,0.5384615384615384
MA,Itinga do Maranhão,7.0,13.0,0.5384615384615384
RS,Campo Bom,7.0,14.0,0.5
RS,Novo Hamburgo,7.0,23.0,0.30434782608695654
RR,Caracaraí,7.0,16.0,0.4375
RR,Rorainópolis,7.0,13.0,0.5384615384615384
RS,Taquara,7.0,13.0,0.5384615384615384
PA,Terra Alta,7.0,12.0,0.5833333333333334
AM,Juruá,7.0,12.0,0.5833333333333334
AM,Fonte Boa,7.0,15.0,0.4666666666666667
BA,São Gonçalo dos Campos,7.0,13.0,0.5384615384615384
RS,Nova Petrópolis,7.0,10.0,0.7
AM,Maués,7.0,17.0,0.4117647058823529
AC,Brasiléia,7.0,12.0,0.5833333333333334
AC,Porto Acre,7.0,15.0,0.4666666666666667
GO,Catalão,7.0,15.0,0.4666666666666667
MG,Capelinha,7.0,19.0,0.3684210526315789
GO,Pires do Rio,7.0,17.0,0.4117647058823529
AC,Bujari,7.0,13.0,0.5384615384615384
RO,Colorado do Oeste,7.0,12.0,0.5833333333333334
AM,Barreirinha,7.0,11.0,0.6363636363636364
ES,Fundão,7.0,9.0,0.7777777777777778
BA,Irará,7.0,14.0,0.5
PA,São Sebastião da Boa Vista,7.0,15.0,0.4666666666666667
PR,Palmeira,7.0,13.0,0.5384615384615384
PR,Piraí do Sul,7.0,17.0,0.4117647058823529
PA,São João de Pirabas,7.0,13.0,0.5384615384615384
PR,Telêmaco Borba,7.0,18.0,0.3888888888888889
SC,Biguaçu,7.0,19.0,0.3684210526315789
MA,Santa Luzia do Paruá,7.0,10.0,0.7
PA,Salinópolis,7.0,18.0,0.3888888888888889
MA,Santa Luzia,7.0,13.0,0.5384615384615384
PA,Curralinho,7.0,16.0,0.4375
SC,Santo Amaro da Imperatriz,7.0,13.0,0.5384615384615384
TO,Conceição do Tocantins,7.0,8.0,0.875
AP,Serra do Navio,7.0,13.0,0.5384615384615384
AP,Ferreira Gomes,7.0,14.0,0.5
AP,Vitória do Jari,7.0,17.0,0.4117647058823529
PA,Viseu,7.0,8.0,0.875
AM,Tefé,7.0,19.0,0.3684210526315789
PA,Soure,7.0,13.0,0.5384615384615384
RS,Nova Santa Rita,7.0,13.0,0.5384615384615384
PA,Capanema,7.0,14.0,0.5
RO,Cerejeiras,7.0,10.0,0.7
MA,Timbiras,7.0,12.0,0.5833333333333334
RJ,Carapebus,7.0,17.0,0.4117647058823529
MS,Terenos,7.0,17.0,0.4117647058823529
SC,Gaspar,7.0,12.0,0.5833333333333334
SC,Pomerode,7.0,13.0,0.5384615384615384
SC,Timbó,7.0,12.0,0.5833333333333334
PE,Vitória de Santo Antão,7.0,15.0,0.4666666666666667
CE,Horizonte,7.0,16.0,0.4375
RS,Farroupilha,7.0,17.0,0.4117647058823529
SC,Navegantes,7.0,20.0,0.35
PE,Itaquitinga,7.0,13.0,0.5384615384615384
CE,Maracanaú,7.0,18.0,0.3888888888888889
RS,Gramado Xavier,7.0,9.0,0.7777777777777778
RS,Rio Pardo,7.0,13.0,0.5384615384615384
SC,Major Vieira,7.0,10.0,0.7
RS,Venâncio Aires,7.0,14.0,0.5
SC,Jaraguá do Sul,7.0,15.0,0.4666666666666667
RS,Teutônia,7.0,13.0,0.5384615384615384
MS,Nova Alvorada do Sul,7.0,14.0,0.5
PR,Cornélio Procópio,7.0,12.0,0.5833333333333334
PR,Bandeirantes,7.0,12.0,0.5833333333333334
PR,Joaquim Távora,7.0,8.0,0.875
CE,Guaiúba,7.0,13.0,0.5384615384615384
AM,Iranduba,7.0,23.0,0.30434782608695654
MG,Catuji,7.0,11.0,0.6363636363636364
AM,Careiro da Várzea,7.0,14.0,0.5
BA,Serrinha,7.0,18.0,0.3888888888888889
BA,Riachão do Jacuípe,7.0,10.0,0.7
BA,Esplanada,7.0,10.0,0.7
SP,Pratânia,7.0,8.0,0.875
SP,Agudos,7.0,15.0,0.4666666666666667
CE,Maranguape,7.0,21.0,0.3333333333333333
GO,Campos Belos,7.0,14.0,0.5
MA,Pedreiras,7.0,14.0,0.5
PE,Escada,7.0,16.0,0.4375
PE,Nazaré da Mata,7.0,16.0,0.4375
SP,Guaimbê,7.0,10.0,0.7
PR,Assaí,7.0,15.0,0.4666666666666667
MA,Grajaú,7.0,14.0,0.5
SP,Paranapanema,7.0,11.0,0.6363636363636364
PR,Abatiá,7.0,12.0,0.5833333333333334
SP,Guarantã,7.0,10.0,0.7
PR,Goioerê,7.0,10.0,0.7
MS,Rio Brilhante,7.0,11.0,0.6363636363636364
PB,Ingá,7.0,9.0,0.7777777777777778
GO,Divinópolis de Goiás,7.0,12.0,0.5833333333333334
GO,Posse,7.0,17.0,0.4117647058823529
RN,Extremoz,7.0,17.0,0.4117647058823529
SP,Santa Ernestina,7.0,11.0,0.6363636363636364
GO,Flores de Goiás,7.0,10.0,0.7
GO,Vila Boa,7.0,14.0,0.5
SP,Pontal,7.0,13.0,0.5384615384615384
SP,Monte Alto,7.0,12.0,0.5833333333333334
PE,Pesqueira,7.0,12.0,0.5833333333333334
CE,Crateús,7.0,13.0,0.5384615384615384
MA,Estreito,7.0,12.0,0.5833333333333334
MA,Balsas,7.0,12.0,0.5833333333333334
CE,Aracati,7.0,9.0,0.7777777777777778
SP,Jardinópolis,7.0,12.0,0.5833333333333334
SP,Cajuru,7.0,12.0,0.5833333333333334
SP,Brodowski,7.0,11.0,0.6363636363636364
AL,União dos Palmares,7.0,16.0,0.4375
CE,Quixadá,7.0,15.0,0.4666666666666667
PA,Senador José Porfírio,7.0,10.0,0.7
ES,Ibiraçu,7.0,11.0,0.6363636363636364
GO,Padre Bernardo,7.0,14.0,0.5
SP,São Simão,7.0,15.0,0.4666666666666667
MS,Bela Vista,7.0,14.0,0.5
MT,Chapada dos Guimarães,7.0,18.0,0.3888888888888889
PR,Barbosa Ferraz,7.0,9.0,0.7777777777777778
PB,Queimadas,7.0,12.0,0.5833333333333334
SP,Ituverava,7.0,13.0,0.5384615384615384
MT,Santo Afonso,7.0,10.0,0.7
MT,Curvelândia,7.0,8.0,0.875
SP,Morro Agudo,7.0,14.0,0.5
AM,Manacapuru,7.0,18.0,0.3888888888888889
PE,Limoeiro,7.0,15.0,0.4666666666666667
SP,Taiúva,7.0,11.0,0.6363636363636364
GO,Cristalina,7.0,24.0,0.2916666666666667
SP,Monte Azul Paulista,7.0,10.0,0.7
PE,Brejo da Madre de Deus,7.0,12.0,0.5833333333333334
SP,Bebedouro,7.0,16.0,0.4375
GO,Valparaíso de Goiás,7.0,24.0,0.2916666666666667
SP,Serrana,7.0,16.0,0.4375
PE,Santa Cruz do Capibaribe,7.0,15.0,0.4666666666666667
RN,Canguaretama,7.0,17.0,0.4117647058823529
SP,Cabrália Paulista,7.0,11.0,0.6363636363636364
GO,Morrinhos,7.0,15.0,0.4666666666666667
GO,Caçu,7.0,13.0,0.5384615384615384
BA,Itamaraju,7.0,14.0,0.5
CE,Santana do Acaraú,7.0,11.0,0.6363636363636364
MA,Guimarães,7.0,13.0,0.5384615384615384
MA,Barreirinhas,7.0,14.0,0.5
MA,Vitória do Mearim,7.0,14.0,0.5
PR,Colorado,7.0,13.0,0.5384615384615384
MA,Viana,7.0,13.0,0.5384615384615384
MA,Arari,7.0,12.0,0.5833333333333334
MA,Miranda do Norte,7.0,11.0,0.6363636363636364
AM,Urucurituba,7.0,10.0,0.7
TO,Figueirópolis,7.0,11.0,0.6363636363636364
TO,Axixá do Tocantins,7.0,11.0,0.6363636363636364
MG,Caeté,7.0,15.0,0.4666666666666667
TO,Araguatins,7.0,11.0,0.6363636363636364
TO,Colinas do Tocantins,7.0,15.0,0.4666666666666667
TO,Pequizeiro,7.0,10.0,0.7
TO,Santa Fé do Araguaia,7.0,14.0,0.5
BA,Alcobaça,7.0,11.0,0.6363636363636364
BA,Itacaré,7.0,11.0,0.6363636363636364
CE,Tianguá,7.0,14.0,0.5
RN,Baraúna,7.0,11.0,0.6363636363636364
MA,Bacabal,7.0,16.0,0.4375
ES,Vila Valério,7.0,12.0,0.5833333333333334
ES,São Domingos do Norte,7.0,14.0,0.5
AM,Silves,7.0,12.0,0.5833333333333334
SC,Capivari de Baixo,7.0,12.0,0.5833333333333334
SC,Gravatal,7.0,11.0,0.6363636363636364
ES,Pancas,7.0,12.0,0.5833333333333334
ES,Governador Lindenberg,7.0,9.0,0.7777777777777778
TO,Araguanã,7.0,12.0,0.5833333333333334
RS,Bagé,7.0,20.0,0.35
RS,Quaraí,7.0,14.0,0.5
MG,Unaí,7.0,11.0,0.6363636363636364
BA,Santana,7.0,9.0,0.7777777777777778
BA,Riachão das Neves,7.0,8.0,0.875
BA,Barreiras,7.0,17.0,0.4117647058823529
PE,Ouricuri,7.0,12.0,0.5833333333333334
BA,Ituberá,7.0,9.0,0.7777777777777778
PR,Mandaguari,7.0,17.0,0.4117647058823529
ES,Iúna,7.0,13.0,0.5384615384615384
TO,Ananás,7.0,10.0,0.7
MG,Mateus Leme,7.0,19.0,0.3684210526315789
TO,Paraíso do Tocantins,7.0,16.0,0.4375
MG,Prudente de Morais,7.0,12.0,0.5833333333333334
RR,Cantá,7.0,14.0,0.5
MG,Barão de Cocais,7.0,17.0,0.4117647058823529
ES,Vargem Alta,7.0,14.0,0.5
AM,Santa Isabel do Rio Negro,7.0,21.0,0.3333333333333333
AC,Feijó,7.0,11.0,0.6363636363636364
MG,Catas Altas,7.0,10.0,0.7
AC,Marechal Thaumaturgo,7.0,12.0,0.5833333333333334
ES,Bom Jesus do Norte,7.0,15.0,0.4666666666666667
MS,Três Lagoas,7.0,17.0,0.4117647058823529
AC,Mâncio Lima,7.0,12.0,0.5833333333333334
AC,Cruzeiro do Sul,7.0,15.0,0.4666666666666667
MG,Serro,7.0,9.0,0.7777777777777778
MG,Rio Vermelho,7.0,10.0,0.7
RO,São Francisco do Guaporé,7.0,11.0,0.6363636363636364
RO,Cujubim,7.0,12.0,0.5833333333333334
MS,Batayporã,7.0,10.0,0.7
MT,Porto Esperidião,7.0,10.0,0.7
MG,Nanuque,7.0,17.0,0.4117647058823529
ES,Vila Pavão,7.0,10.0,0.7
MG,Matozinhos,7.0,12.0,0.5833333333333334
PA,Prainha,7.0,18.0,0.3888888888888889
MG,Raposos,7.0,12.0,0.5833333333333334
TO,Lagoa da Confusão,7.0,14.0,0.5
AP,Tartarugalzinho,7.0,11.0,0.6363636363636364
AP,Pracuúba,7.0,12.0,0.5833333333333334
PR,Ibiporã,7.0,17.0,0.4117647058823529
PA,Porto de Moz,7.0,11.0,0.6363636363636364
GO,Santo Antônio de Goiás,7.0,11.0,0.6363636363636364
MG,São José da Lapa,7.0,14.0,0.5
PA,Alenquer,7.0,19.0,0.3684210526315789
MG,Sarzedo,7.0,14.0,0.5
SC,Lages,7.0,18.0,0.3888888888888889
GO,Hidrolândia,7.0,13.0,0.5384615384615384
GO,Guapó,7.0,11.0,0.6363636363636364
MG,Caetanópolis,7.0,10.0,0.7
SC,Santa Cecília,7.0,10.0,0.7
MG,Capim Branco,7.0,10.0,0.7
PA,Curuá,7.0,13.0,0.5384615384615384
MG,Funilândia,7.0,10.0,0.7
MG,Vespasiano,7.0,21.0,0.3333333333333333
RO,Pimenta Bueno,7.0,9.0,0.7777777777777778
PR,Matelândia,7.0,13.0,0.5384615384615384
SP,Guararapes,7.0,10.0,0.7
PA,Tucuruí,7.0,23.0,0.30434782608695654
PA,Conceição do Araguaia,7.0,13.0,0.5384615384615384
MT,Colniza,7.0,17.0,0.4117647058823529
PA,Ourilândia do Norte,7.0,18.0,0.3888888888888889
MT,Sorriso,7.0,16.0,0.4375
PA,Igarapé-Miri,7.0,18.0,0.3888888888888889
PA,Rio Maria,7.0,8.0,0.875
MG,Medina,7.0,12.0,0.5833333333333334
MT,Diamantino,7.0,13.0,0.5384615384615384
MS,Aquidauana,7.0,14.0,0.5
BA,Poções,7.0,14.0,0.5
MS,Anastácio,7.0,10.0,0.7
RS,Soledade,7.0,9.0,0.7777777777777778
RS,Cruz Alta,7.0,20.0,0.35
RS,Boa Vista do Buricá,7.0,8.0,0.875
BA,Lençóis,7.0,10.0,0.7
MG,Buenópolis,7.0,12.0,0.5833333333333334
MT,Juína,7.0,13.0,0.5384615384615384
MG,Araçuaí,7.0,10.0,0.7
PA,Breu Branco,7.0,12.0,0.5833333333333334
MG,Jequitinhonha,7.0,13.0,0.5384615384615384
RO,Espigão D'Oeste,7.0,15.0,0.4666666666666667
GO,Santa Helena de Goiás,7.0,11.0,0.6363636363636364
GO,Caiapônia,7.0,14.0,0.5
RO,Alta Floresta D'Oeste,7.0,11.0,0.6363636363636364
GO,Jataí,7.0,18.0,0.3888888888888889
PA,Curuçá,7.0,9.0,0.7777777777777778
RO,São Miguel do Guaporé,7.0,14.0,0.5
GO,Acreúna,7.0,14.0,0.5
MG,Corinto,7.0,12.0,0.5833333333333334
RO,Ouro Preto do Oeste,7.0,12.0,0.5833333333333334
RO,Jaru,7.0,12.0,0.5833333333333334
RO,Alto Paraíso,7.0,11.0,0.6363636363636364
GO,São Miguel do Araguaia,7.0,13.0,0.5384615384615384
GO,Araguapaz,7.0,10.0,0.7
MT,Peixoto de Azevedo,7.0,13.0,0.5384615384615384
PA,Rondon do Pará,7.0,12.0,0.5833333333333334
PA,Canaã dos Carajás,7.0,14.0,0.5
PA,Eldorado do Carajás,7.0,13.0,0.5384615384615384
PA,Tailândia,7.0,12.0,0.5833333333333334
PA,Oeiras do Pará,7.0,13.0,0.5384615384615384
MG,Três Marias,7.0,10.0,0.7
RS,Santa Rosa,7.0,16.0,0.4375
AM,Apuí,7.0,13.0,0.5384615384615384
SP,Jales,7.0,10.0,0.7
ES,Viana,7.0,18.0,0.3888888888888889
RJ,Paty do Alferes,7.0,17.0,0.4117647058823529
SP,Catanduva,7.0,14.0,0.5
SP,Ariranha,7.0,12.0,0.5833333333333334
ES,Afonso Cláudio,7.0,17.0,0.4117647058823529
SP,Capivari,7.0,17.0,0.4117647058823529
SP,Olímpia,7.0,12.0,0.5833333333333334
ES,Brejetuba,7.0,11.0,0.6363636363636364
SP,Palestina,7.0,10.0,0.7
ES,Santa Maria de Jetibá,7.0,11.0,0.6363636363636364
ES,Venda Nova do Imigrante,7.0,14.0,0.5
ES,São Roque do Canaã,7.0,13.0,0.5384615384615384
SP,Guapiaçu,7.0,10.0,0.7
RJ,Santa Maria Madalena,7.0,13.0,0.5384615384615384
SP,Santa Gertrudes,7.0,12.0,0.5833333333333334
AM,Itapiranga,7.0,12.0,0.5833333333333334
SP,São Pedro,7.0,14.0,0.5
RJ,Itaperuna,7.0,21.0,0.3333333333333333
PR,Alto Piquiri,7.0,12.0,0.5833333333333334
PR,Alto Paraná,7.0,13.0,0.5384615384615384
MG,Dores do Indaiá,7.0,10.0,0.7
MG,Luz,7.0,14.0,0.5
RS,Panambi,7.0,14.0,0.5
RS,Ijuí,7.0,13.0,0.5384615384615384
RJ,Guapimirim,7.0,16.0,0.4375
RJ,Itaboraí,7.0,23.0,0.30434782608695654
MG,Pedra Azul,7.0,10.0,0.7
RJ,Japeri,7.0,27.0,0.25925925925925924
PR,Ivaté,7.0,11.0,0.6363636363636364
PA,Cametá,7.0,14.0,0.5
RJ,Arraial do Cabo,7.0,19.0,0.3684210526315789
RJ,Mesquita,7.0,28.0,0.25
RJ,Nilópolis,7.0,18.0,0.3888888888888889
SC,Xanxerê,7.0,17.0,0.4117647058823529
AM,Nhamundá,7.0,11.0,0.6363636363636364
SC,Serra Alta,7.0,8.0,0.875
PR,Terra Rica,7.0,14.0,0.5
RJ,Saquarema,7.0,19.0,0.3684210526315789
