sigla_uf,nome_municipio2,n_partidos_vitoriosos,n_partidos,porcentagem_eleitos
GO,Guarinos,3.0,4.0,0.75
GO,Ipiranga de Goiás,3.0,4.0,0.75
CE,Aurora,3.0,6.0,0.5
GO,Morro Agudo de Goiás,3.0,4.0,0.75
GO,Nova América,3.0,5.0,0.6
MA,Feira Nova do Maranhão,3.0,4.0,0.75
CE,Campos Sales,3.0,7.0,0.42857142857142855
MT,Carlinda,3.0,7.0,0.42857142857142855
MG,Nova Belém,3.0,7.0,0.42857142857142855
PR,Nova Esperança do Sudoeste,3.0,6.0,0.5
PI,São João do Arraial,3.0,5.0,0.6
GO,Rialma,3.0,6.0,0.5
GO,Rianápolis,3.0,7.0,0.42857142857142855
BA,Presidente Jânio Quadros,3.0,5.0,0.6
GO,Santa Isabel,3.0,4.0,0.75
CE,Araripe,3.0,4.0,0.75
SC,Jacinto Machado,3.0,6.0,0.5
CE,Altaneira,3.0,5.0,0.6
GO,Britânia,3.0,5.0,0.6
GO,Itaguari,3.0,6.0,0.5
BA,Cravolândia,3.0,4.0,0.75
MG,Santana de Cataguases,3.0,5.0,0.6
MG,Araponga,3.0,4.0,0.75
GO,Uirapuru,3.0,4.0,0.75
GO,Buriti de Goiás,3.0,5.0,0.6
MA,São Félix de Balsas,3.0,4.0,0.75
BA,Apuarema,3.0,4.0,0.75
GO,Moiporá,3.0,5.0,0.6
GO,Bom Jardim de Goiás,3.0,7.0,0.42857142857142855
GO,Arenópolis,3.0,5.0,0.6
PE,Ingazeira,3.0,4.0,0.75
RS,Maçambará,3.0,5.0,0.6
BA,Tanhaçu,3.0,6.0,0.5
GO,Turvânia,3.0,4.0,0.75
GO,São Luiz do Norte,3.0,4.0,0.75
MG,Consolação,3.0,4.0,0.75
MG,Córrego do Bom Jesus,3.0,5.0,0.6
RS,Unistalda,3.0,5.0,0.6
SC,Rio Fortuna,3.0,4.0,0.75
MA,Governador Newton Bello,3.0,5.0,0.6
MG,Heliodora,3.0,5.0,0.6
MA,Araguanã,3.0,6.0,0.5
PR,Marilândia do Sul,3.0,7.0,0.42857142857142855
PR,Marumbi,3.0,4.0,0.75
TO,Taipas do Tocantins,3.0,5.0,0.6
SP,Monte Castelo,3.0,6.0,0.5
PB,São José de Caiana,3.0,5.0,0.6
PR,Faxinal,3.0,4.0,0.75
PR,Godoy Moreira,3.0,5.0,0.6
SC,Santa Rosa de Lima,3.0,5.0,0.6
MA,Bela Vista do Maranhão,3.0,5.0,0.6
TO,Itacajá,3.0,5.0,0.6
MA,Igarapé do Meio,3.0,4.0,0.75
MG,Dores do Turvo,3.0,5.0,0.6
GO,Três Ranchos,3.0,4.0,0.75
MG,Divinésia,3.0,5.0,0.6
MA,Altamira do Maranhão,3.0,6.0,0.5
PE,Calumbi,3.0,4.0,0.75
GO,Davinópolis,3.0,3.0,1.0
MA,Lajeado Novo,3.0,6.0,0.5
PR,Nossa Senhora das Graças,3.0,4.0,0.75
MA,Cidelândia,3.0,6.0,0.5
PR,Cafeara,3.0,4.0,0.75
SP,Inúbia Paulista,3.0,4.0,0.75
BA,Botuporã,3.0,5.0,0.6
MG,Brás Pires,3.0,4.0,0.75
MA,Godofredo Viana,3.0,5.0,0.6
SP,Pracinha,3.0,5.0,0.6
MA,Vitorino Freire,3.0,9.0,0.3333333333333333
MA,Paulo Ramos,3.0,4.0,0.75
MA,Lagoa Grande do Maranhão,3.0,5.0,0.6
PE,Itapissuma,3.0,6.0,0.5
BA,Maiquinique,3.0,4.0,0.75
PI,Alto Longá,3.0,4.0,0.75
SC,Capão Alto,3.0,5.0,0.6
CE,Quixeré,3.0,4.0,0.75
RS,Itaara,3.0,9.0,0.3333333333333333
RS,Ivorá,3.0,5.0,0.6
RS,Jaguari,3.0,5.0,0.6
RS,Jari,3.0,4.0,0.75
CE,Jaguaretama,3.0,4.0,0.75
RS,Mata,3.0,6.0,0.5
RS,Nova Palma,3.0,5.0,0.6
PB,Santana dos Garrotes,3.0,6.0,0.5
RS,Silveira Martins,3.0,4.0,0.75
SC,Balneário Arroio do Silva,3.0,9.0,0.3333333333333333
RS,Toropi,3.0,5.0,0.6
RS,Capão do Cipó,3.0,6.0,0.5
RS,Itacurubi,3.0,4.0,0.75
RR,São Luiz,3.0,6.0,0.5
RS,Nova Esperança do Sul,3.0,6.0,0.5
RS,Formigueiro,3.0,5.0,0.6
PI,Miguel Alves,3.0,7.0,0.42857142857142855
MG,Senador Firmino,3.0,6.0,0.5
CE,Jaguaribara,3.0,5.0,0.6
CE,Potiretama,3.0,4.0,0.75
TO,Silvanópolis,3.0,4.0,0.75
SC,São José do Cerrito,3.0,6.0,0.5
TO,Pindorama do Tocantins,3.0,6.0,0.5
SC,Urupema,3.0,4.0,0.75
SC,Curitibanos,3.0,8.0,0.375
PI,Campo Largo do Piauí,3.0,6.0,0.5
TO,Rio Sono,3.0,5.0,0.6
SC,Ponte Alta do Norte,3.0,4.0,0.75
SE,Pinhão,3.0,5.0,0.6
TO,Mateiros,3.0,7.0,0.42857142857142855
TO,Lajeado,3.0,5.0,0.6
SC,São Ludgero,3.0,4.0,0.75
RS,Cacequi,3.0,6.0,0.5
SC,Treze de Maio,3.0,5.0,0.6
RS,Dona Francisca,3.0,6.0,0.5
SE,Aquidabã,3.0,5.0,0.6
SE,São Domingos,3.0,4.0,0.75
MG,Matutina,3.0,4.0,0.75
SC,Paulo Lopes,3.0,5.0,0.6
RS,Vista Alegre do Prata,3.0,4.0,0.75
RS,São Jorge,3.0,4.0,0.75
RS,Protásio Alves,3.0,4.0,0.75
SP,Brotas,3.0,8.0,0.375
RS,Nova Bassano,3.0,4.0,0.75
RN,Ruy Barbosa,3.0,6.0,0.5
RN,São Pedro,3.0,5.0,0.6
RS,Guabiju,3.0,3.0,1.0
RN,Senador Elói de Souza,3.0,6.0,0.5
RS,André da Rocha,3.0,4.0,0.75
RS,Vila Flores,3.0,4.0,0.75
PB,Caldas Brandão,3.0,5.0,0.6
RS,São Valentim do Sul,3.0,3.0,1.0
MG,Entre Folhas,3.0,5.0,0.6
RS,Esmeralda,3.0,5.0,0.6
PB,Gurinhém,3.0,6.0,0.5
RS,Jaquirana,3.0,7.0,0.42857142857142855
TO,Abreulândia,3.0,4.0,0.75
MT,Araguaiana,3.0,5.0,0.6
SC,Nova Trento,3.0,6.0,0.5
RN,Jaçanã,3.0,7.0,0.42857142857142855
RN,Japi,3.0,5.0,0.6
RN,São Bento do Trairí,3.0,5.0,0.6
SP,Jumirim,3.0,6.0,0.5
MG,Desterro do Melo,3.0,4.0,0.75
RS,Arroio do Padre,3.0,6.0,0.5
MS,Rochedo,3.0,4.0,0.75
RN,Jandaíra,3.0,5.0,0.6
TO,Fátima,3.0,5.0,0.6
RS,Putinga,3.0,8.0,0.375
GO,Mairipotaba,3.0,3.0,1.0
RS,Anta Gorda,3.0,5.0,0.6
MG,Alvarenga,3.0,5.0,0.6
RS,Pinhal da Serra,3.0,4.0,0.75
SC,Leoberto Leal,3.0,4.0,0.75
RS,Garibaldi,3.0,7.0,0.42857142857142855
TO,Marianópolis do Tocantins,3.0,4.0,0.75
PB,Pilõezinhos,3.0,4.0,0.75
SC,Papanduva,3.0,7.0,0.42857142857142855
PB,Pirpirituba,3.0,4.0,0.75
PB,Riachão,3.0,5.0,0.6
SC,Águas Mornas,3.0,6.0,0.5
PB,Serraria,3.0,4.0,0.75
SP,Rafard,3.0,9.0,0.3333333333333333
PB,Solânea,3.0,9.0,0.3333333333333333
TO,Rio dos Bois,3.0,5.0,0.6
PB,Itabaiana,3.0,10.0,0.3
PB,Salgado de São Félix,3.0,4.0,0.75
MG,Coronel Xavier Chaves,3.0,4.0,0.75
MG,Santo Antônio do Itambé,3.0,4.0,0.75
SC,Garuva,3.0,7.0,0.42857142857142855
PB,Boa Vista,3.0,5.0,0.6
MG,Capela Nova,3.0,8.0,0.375
PB,Alagoinha,3.0,5.0,0.6
TO,Dois Irmãos do Tocantins,3.0,5.0,0.6
RS,Nova Alvorada,3.0,4.0,0.75
RS,Carlos Barbosa,3.0,8.0,0.375
PB,Arara,3.0,4.0,0.75
PB,Araruna,3.0,5.0,0.6
PB,Vieirópolis,3.0,4.0,0.75
PB,Borborema,3.0,6.0,0.5
RS,Nova Roma do Sul,3.0,4.0,0.75
PB,Cacimba de Dentro,3.0,5.0,0.6
RS,Ipê,3.0,6.0,0.5
PB,Casserengue,3.0,4.0,0.75
MG,Santana do Garambéu,3.0,3.0,1.0
PB,Cuitegi,3.0,4.0,0.75
PB,Dona Inês,3.0,7.0,0.42857142857142855
PB,Duas Estradas,3.0,5.0,0.6
RS,Capão Bonito do Sul,3.0,5.0,0.6
RS,Itapuca,3.0,7.0,0.42857142857142855
SC,Santa Terezinha,3.0,5.0,0.6
MG,São João do Oriente,3.0,5.0,0.6
RN,Serrinha,3.0,6.0,0.5
RN,Serra de São Bento,3.0,4.0,0.75
MA,Bom Lugar,3.0,6.0,0.5
MA,Pio XII,3.0,6.0,0.5
PI,Jurema,3.0,3.0,1.0
RS,São Pedro da Serra,3.0,4.0,0.75
PI,São Raimundo Nonato,3.0,6.0,0.5
RS,São Vendelino,3.0,5.0,0.6
PI,Avelino Lopes,3.0,5.0,0.6
PR,Adrianópolis,3.0,6.0,0.5
PI,Gilbués,3.0,7.0,0.42857142857142855
PI,Parnaguá,3.0,4.0,0.75
PI,São Gonçalo do Gurguéia,3.0,4.0,0.75
PI,Cristino Castro,3.0,7.0,0.42857142857142855
RS,Presidente Lucena,3.0,5.0,0.6
MG,Abaeté,3.0,8.0,0.375
MG,Dom Cavati,3.0,5.0,0.6
MA,Olho d'Água das Cunhãs,3.0,6.0,0.5
PR,Doutor Ulysses,3.0,4.0,0.75
RS,Itati,3.0,4.0,0.75
MA,Esperantinópolis,3.0,6.0,0.5
RS,Minas do Leão,3.0,6.0,0.5
MA,São Domingos do Maranhão,3.0,7.0,0.42857142857142855
MA,Formosa da Serra Negra,3.0,4.0,0.75
RS,General Câmara,3.0,8.0,0.375
MA,Governador Luiz Rocha,3.0,6.0,0.5
MA,Governador Eugênio Barros,3.0,6.0,0.5
PB,Princesa Isabel,3.0,5.0,0.6
MA,Jenipapo dos Vieiras,3.0,6.0,0.5
RS,Sentinela do Sul,3.0,6.0,0.5
MA,Santo Antônio dos Lopes,3.0,5.0,0.6
RS,Salvador do Sul,3.0,5.0,0.6
MA,Lima Campos,3.0,4.0,0.75
RS,Osório,3.0,11.0,0.2727272727272727
MA,Joselândia,3.0,6.0,0.5
RS,Maquiné,3.0,5.0,0.6
MA,Bernardo do Mearim,3.0,4.0,0.75
PI,Santa Luz,3.0,6.0,0.5
RS,Harmonia,3.0,4.0,0.75
RS,Capela de Santana,3.0,6.0,0.5
GO,Estrela do Norte,3.0,4.0,0.75
GO,Campinaçu,3.0,5.0,0.6
SP,Pedrinhas Paulista,3.0,4.0,0.75
RN,Bento Fernandes,3.0,8.0,0.375
RN,Brejinho,3.0,5.0,0.6
RS,Eldorado do Sul,3.0,8.0,0.375
RS,Brochier,3.0,5.0,0.6
RN,Poço Branco,3.0,8.0,0.375
PB,Pombal,3.0,7.0,0.42857142857142855
RN,Monte das Gameleiras,3.0,4.0,0.75
RN,Passa e Fica,3.0,6.0,0.5
RN,Passagem,3.0,5.0,0.6
MT,Luciara,3.0,6.0,0.5
RN,Santo Antônio,3.0,7.0,0.42857142857142855
RN,São José do Campestre,3.0,6.0,0.5
GO,Formoso,3.0,5.0,0.6
GO,Mutunópolis,3.0,4.0,0.75
CE,Eusébio,3.0,7.0,0.42857142857142855
GO,Santa Tereza de Goiás,3.0,4.0,0.75
PI,Nazaré do Piauí,3.0,5.0,0.6
RS,Tavares,3.0,4.0,0.75
PI,Baixa Grande do Ribeiro,3.0,5.0,0.6
PI,Bertolínia,3.0,4.0,0.75
RS,Sertão Santana,3.0,6.0,0.5
PI,Sebastião Leal,3.0,4.0,0.75
GO,Monte Alegre de Goiás,3.0,7.0,0.42857142857142855
PB,Fagundes,3.0,6.0,0.5
PI,Canto do Buriti,3.0,7.0,0.42857142857142855
GO,Campos Verdes,3.0,6.0,0.5
PI,Flores do Piauí,3.0,4.0,0.75
RS,Dom Pedro de Alcântara,3.0,5.0,0.6
PI,Rio Grande do Piauí,3.0,5.0,0.6
SP,Espírito Santo do Turvo,3.0,4.0,0.75
GO,Alto Horizonte,3.0,8.0,0.375
GO,Trombas,3.0,5.0,0.6
GO,Santa Terezinha de Goiás,3.0,5.0,0.6
PB,Gado Bravo,3.0,8.0,0.375
PB,Itatuba,3.0,6.0,0.5
PB,Montadas,3.0,4.0,0.75
SE,Brejo Grande,3.0,6.0,0.5
MG,Miravânia,3.0,7.0,0.42857142857142855
SE,Canhoba,3.0,4.0,0.75
SE,Ilha das Flores,3.0,4.0,0.75
PR,Santa Helena,3.0,10.0,0.3
PR,São José das Palmeiras,3.0,3.0,1.0
SE,Nossa Senhora de Lourdes,3.0,5.0,0.6
MG,São João da Lagoa,3.0,6.0,0.5
TO,Palmeirante,3.0,10.0,0.3
SE,Telha,3.0,5.0,0.6
TO,Tupiratins,3.0,5.0,0.6
MG,Josenópolis,3.0,4.0,0.75
MG,Coroaci,3.0,6.0,0.5
BA,Central,3.0,8.0,0.375
BA,Ibipeba,3.0,5.0,0.6
MG,Serra do Salitre,3.0,4.0,0.75
TO,Aguiarnópolis,3.0,6.0,0.5
SE,Umbaúba,3.0,5.0,0.6
SE,Pedrinhas,3.0,7.0,0.42857142857142855
AL,Junqueiro,3.0,6.0,0.5
MG,Ponto Chique,3.0,5.0,0.6
MG,Minduri,3.0,5.0,0.6
SE,Divina Pastora,3.0,5.0,0.6
SE,General Maynard,3.0,4.0,0.75
TO,Bandeirantes do Tocantins,3.0,4.0,0.75
MG,Carvalhos,3.0,5.0,0.6
MG,Vargem Grande do Rio Pardo,3.0,5.0,0.6
SE,Rosário do Catete,3.0,6.0,0.5
MT,Alto Garças,3.0,4.0,0.75
PB,Santa Helena,3.0,5.0,0.6
PR,Iracema do Oeste,3.0,5.0,0.6
SE,Siriri,3.0,5.0,0.6
MG,Indaiabira,3.0,6.0,0.5
MG,Fruta de Leite,3.0,6.0,0.5
SE,Tomar do Geru,3.0,7.0,0.42857142857142855
TO,Cachoeirinha,3.0,4.0,0.75
BA,Presidente Dutra,3.0,4.0,0.75
BA,Uibaí,3.0,6.0,0.5
BA,Pintadas,3.0,4.0,0.75
BA,Buritirama,3.0,6.0,0.5
BA,Rafael Jambeiro,3.0,10.0,0.3
BA,Mucugê,3.0,9.0,0.3333333333333333
BA,Paratinga,3.0,5.0,0.6
BA,Caém,3.0,5.0,0.6
SC,Balneário Rincão,3.0,6.0,0.5
SE,Riachão do Dantas,3.0,5.0,0.6
BA,Caldeirão Grande,3.0,6.0,0.5
MG,Santa Bárbara do Monte Verde,3.0,4.0,0.75
GO,Santa Rita do Novo Destino,3.0,4.0,0.75
SE,Moita Bonita,3.0,5.0,0.6
SE,Macambira,3.0,4.0,0.75
SE,Campo do Brito,3.0,6.0,0.5
BA,Wagner,3.0,5.0,0.6
BA,Morpará,3.0,4.0,0.75
BA,Mundo Novo,3.0,8.0,0.375
BA,Xique-Xique,3.0,6.0,0.5
BA,Macajuba,3.0,5.0,0.6
TO,Luzinópolis,3.0,6.0,0.5
PR,Pato Bragado,3.0,5.0,0.6
TO,Maurilândia do Tocantins,3.0,4.0,0.75
PR,Quatro Pontes,3.0,4.0,0.75
MG,Campo Azul,3.0,4.0,0.75
BA,Antônio Gonçalves,3.0,5.0,0.6
PB,Catolé do Rocha,3.0,7.0,0.42857142857142855
AL,Viçosa,3.0,6.0,0.5
PR,Bom Sucesso do Sul,3.0,3.0,1.0
TO,Santa Terezinha do Tocantins,3.0,4.0,0.75
BA,Chorrochó,3.0,6.0,0.5
SP,Emilianópolis,3.0,4.0,0.75
BA,Baixa Grande,3.0,5.0,0.6
MG,Pouso Alto,3.0,8.0,0.375
BA,Pilão Arcado,3.0,6.0,0.5
BA,Novo Horizonte,3.0,4.0,0.75
PB,São José de Piranhas,3.0,8.0,0.375
SE,Malhada dos Bois,3.0,6.0,0.5
TO,Tabocão,3.0,4.0,0.75
MG,Catuti,3.0,5.0,0.6
PE,Orobó,3.0,6.0,0.5
MG,São Sebastião do Anta,3.0,7.0,0.42857142857142855
SP,Nuporanga,3.0,6.0,0.5
PE,Vertentes,3.0,6.0,0.5
PE,Cachoeirinha,3.0,4.0,0.75
PR,Anahy,3.0,4.0,0.75
PE,Camocim de São Félix,3.0,7.0,0.42857142857142855
PE,Cumaru,3.0,6.0,0.5
PE,Cupira,3.0,9.0,0.3333333333333333
PE,Lagoa dos Gatos,3.0,7.0,0.42857142857142855
SP,Taiaçu,3.0,6.0,0.5
MG,Leandro Ferreira,3.0,5.0,0.6
PE,Sairé,3.0,4.0,0.75
PE,Toritama,3.0,10.0,0.3
PE,Angelim,3.0,5.0,0.6
PE,Machados,3.0,5.0,0.6
PE,Brejão,3.0,4.0,0.75
SP,Florínea,3.0,4.0,0.75
PR,Boa Esperança do Iguaçu,3.0,4.0,0.75
PB,Olivedos,3.0,4.0,0.75
PB,Puxinanã,3.0,7.0,0.42857142857142855
PR,Moreira Sales,3.0,4.0,0.75
PB,Riachão do Bacamarte,3.0,4.0,0.75
PB,São Sebastião de Lagoa de Roça,3.0,5.0,0.6
PR,Janiópolis,3.0,5.0,0.6
PR,Salto do Lontra,3.0,5.0,0.6
PB,Serra Redonda,3.0,5.0,0.6
PR,Fênix,3.0,4.0,0.75
PR,Farol,3.0,7.0,0.42857142857142855
PB,Cuité,3.0,5.0,0.6
PR,Boa Esperança,3.0,4.0,0.75
MG,Piedade do Rio Grande,3.0,5.0,0.6
MG,Prados,3.0,5.0,0.6
TO,Darcinópolis,3.0,4.0,0.75
MG,São Domingos das Dores,3.0,6.0,0.5
MG,Ingaí,3.0,6.0,0.5
PE,Canhotinho,3.0,5.0,0.6
PE,Jucati,3.0,4.0,0.75
AL,Porto Calvo,3.0,9.0,0.3333333333333333
PB,Riacho dos Cavalos,3.0,4.0,0.75
SP,Iporanga,3.0,5.0,0.6
AL,Feliz Deserto,3.0,8.0,0.375
AL,Igreja Nova,3.0,7.0,0.42857142857142855
MG,Presidente Juscelino,3.0,3.0,1.0
AL,Porto Real do Colégio,3.0,5.0,0.6
PR,Santa Lúcia,3.0,4.0,0.75
TO,Itaporã do Tocantins,3.0,4.0,0.75
AL,Boca da Mata,3.0,6.0,0.5
AL,Campo Alegre,3.0,5.0,0.6
AL,Roteiro,3.0,7.0,0.42857142857142855
MG,Mato Verde,3.0,4.0,0.75
AL,São José da Laje,3.0,5.0,0.6
MG,Gameleiras,3.0,5.0,0.6
AL,Novo Lino,3.0,4.0,0.75
AL,Matriz de Camaragibe,3.0,9.0,0.3333333333333333
AL,Maragogi,3.0,6.0,0.5
AL,Jundiá,3.0,5.0,0.6
PE,Paranatama,3.0,5.0,0.6
PE,Saloá,3.0,5.0,0.6
PE,Buíque,3.0,8.0,0.375
MG,Taparuba,3.0,5.0,0.6
PE,Poção,3.0,4.0,0.75
PE,Sanharó,3.0,4.0,0.75
PE,Tacaimbó,3.0,6.0,0.5
AL,Atalaia,3.0,7.0,0.42857142857142855
PR,Iguatu,3.0,4.0,0.75
PR,Lindoeste,3.0,7.0,0.42857142857142855
AL,Joaquim Gomes,3.0,7.0,0.42857142857142855
AL,Messias,3.0,5.0,0.6
AL,Paripueira,3.0,5.0,0.6
AL,Satuba,3.0,5.0,0.6
AL,Campestre,3.0,4.0,0.75
AL,Jacuípe,3.0,5.0,0.6
AL,Barra de São Miguel,3.0,8.0,0.375
CE,Farias Brito,3.0,6.0,0.5
SE,Ribeirópolis,3.0,7.0,0.42857142857142855
GO,São Patrício,3.0,6.0,0.5
CE,Catarina,3.0,4.0,0.75
SP,Aparecida d'Oeste,3.0,6.0,0.5
RS,São Miguel das Missões,3.0,6.0,0.5
CE,Solonópole,3.0,6.0,0.5
SP,Boracéia,3.0,3.0,1.0
RN,Serra do Mel,3.0,5.0,0.6
SP,Sebastianópolis do Sul,3.0,4.0,0.75
CE,Milhã,3.0,7.0,0.42857142857142855
AL,Major Isidoro,3.0,4.0,0.75
GO,Cabeceiras,3.0,4.0,0.75
RN,Messias Targino,3.0,5.0,0.6
SP,Aspásia,3.0,4.0,0.75
RS,Humaitá,3.0,6.0,0.5
CE,Madalena,3.0,5.0,0.6
CE,Boa Viagem,3.0,6.0,0.5
RN,Janduís,3.0,6.0,0.5
SP,Nhandeara,3.0,5.0,0.6
SP,Mineiros do Tietê,3.0,9.0,0.3333333333333333
SP,Álvares Florence,3.0,5.0,0.6
PI,Nova Santa Rita,3.0,4.0,0.75
PR,Manfrinópolis,3.0,4.0,0.75
SP,Paraíso,3.0,7.0,0.42857142857142855
RN,São Rafael,3.0,5.0,0.6
GO,Damianópolis,3.0,4.0,0.75
SP,Parisi,3.0,4.0,0.75
SP,Dirce Reis,3.0,7.0,0.42857142857142855
RN,Severiano Melo,3.0,5.0,0.6
RS,Eugênio de Castro,3.0,4.0,0.75
RS,Catuípe,3.0,3.0,1.0
RS,Chiapetta,3.0,5.0,0.6
SP,Vitória Brasil,3.0,4.0,0.75
RS,Coronel Barros,3.0,4.0,0.75
RS,Coronel Bicaco,3.0,5.0,0.6
AL,Mata Grande,3.0,4.0,0.75
SP,Urânia,3.0,4.0,0.75
SP,Turmalina,3.0,5.0,0.6
CE,Tauá,3.0,9.0,0.3333333333333333
CE,Parambu,3.0,6.0,0.5
MG,Pequeri,3.0,4.0,0.75
CE,Arneiroz,3.0,5.0,0.6
CE,Tamboril,3.0,11.0,0.2727272727272727
AL,Inhapi,3.0,6.0,0.5
RN,Alexandria,3.0,5.0,0.6
RS,Novo Machado,3.0,5.0,0.6
CE,Monsenhor Tabosa,3.0,6.0,0.5
SP,Santa Salete,3.0,4.0,0.75
CE,Independência,3.0,8.0,0.375
MG,Maripá de Minas,3.0,4.0,0.75
RN,Porto do Mangue,3.0,5.0,0.6
RS,Santo Cristo,3.0,4.0,0.75
CE,Ararendá,3.0,4.0,0.75
RN,Tibau,3.0,5.0,0.6
SP,Marinópolis,3.0,5.0,0.6
GO,Guarani de Goiás,3.0,6.0,0.5
SP,Marapoama,3.0,4.0,0.75
RS,Dezesseis de Novembro,3.0,4.0,0.75
RS,Rolador,3.0,5.0,0.6
PB,Conceição,3.0,4.0,0.75
GO,Palestina de Goiás,3.0,6.0,0.5
CE,Marco,3.0,6.0,0.5
RS,Nicolau Vergueiro,3.0,4.0,0.75
PI,Colônia do Piauí,3.0,4.0,0.75
SP,Marabá Paulista,3.0,7.0,0.42857142857142855
RS,Sertão,3.0,6.0,0.5
PR,Rancho Alegre,3.0,3.0,1.0
SP,Mirassolândia,3.0,5.0,0.6
PR,Santa Amélia,3.0,6.0,0.5
PR,Santa Cecília do Pavão,3.0,5.0,0.6
PR,Santo Antônio do Paraíso,3.0,6.0,0.5
RS,Três Palmeiras,3.0,5.0,0.6
RS,Victor Graeff,3.0,4.0,0.75
CE,Ubajara,3.0,5.0,0.6
GO,Gouvelândia,3.0,4.0,0.75
MS,Laguna Carapã,3.0,5.0,0.6
BA,Arataca,3.0,7.0,0.42857142857142855
SP,Cedral,3.0,6.0,0.5
CE,São Benedito,3.0,8.0,0.375
PI,Betânia do Piauí,3.0,6.0,0.5
RS,Centenário,3.0,4.0,0.75
SP,Zacarias,3.0,4.0,0.75
RS,Erebango,3.0,5.0,0.6
SP,Nova Luzitânia,3.0,6.0,0.5
RS,Espumoso,3.0,4.0,0.75
RS,Bozano,3.0,4.0,0.75
RS,Ernestina,3.0,5.0,0.6
RS,Campos Borges,3.0,6.0,0.5
SP,Pongaí,3.0,5.0,0.6
PI,Socorro do Piauí,3.0,4.0,0.75
SP,Embaúba,3.0,5.0,0.6
SP,Sabino,3.0,8.0,0.375
RS,Alegria,3.0,5.0,0.6
SP,Uru,3.0,4.0,0.75
RS,Doutor Maurício Cardoso,3.0,3.0,1.0
BA,Vereda,3.0,4.0,0.75
GO,Jandaia,3.0,6.0,0.5
RS,Independência,3.0,7.0,0.42857142857142855
GO,Indiara,3.0,6.0,0.5
PI,Conceição do Canindé,3.0,5.0,0.6
BA,Ichu,3.0,6.0,0.5
GO,Sítio d'Abadia,3.0,5.0,0.6
RS,Mato Queimado,3.0,3.0,1.0
RS,Porto Xavier,3.0,5.0,0.6
GO,Água Fria de Goiás,3.0,5.0,0.6
PR,Jundiaí do Sul,3.0,4.0,0.75
CE,Granja,3.0,4.0,0.75
RS,São Pedro do Butiá,3.0,4.0,0.75
PR,Quatiguá,3.0,5.0,0.6
SP,Planalto,3.0,5.0,0.6
AL,Jaramataia,3.0,5.0,0.6
GO,Campestre de Goiás,3.0,5.0,0.6
RS,Nova Bréscia,3.0,5.0,0.6
PR,Tomazina,3.0,3.0,1.0
BA,Jucuruçu,3.0,5.0,0.6
MG,Tapiraí,3.0,4.0,0.75
RN,Pureza,3.0,9.0,0.3333333333333333
BA,Canudos,3.0,6.0,0.5
AL,Olivença,3.0,4.0,0.75
BA,Ribeira do Amparo,3.0,7.0,0.42857142857142855
PR,Guairaçá,3.0,6.0,0.5
BA,Nova Soure,3.0,8.0,0.375
RN,Rafael Fernandes,3.0,4.0,0.75
RS,Vespasiano Corrêa,3.0,4.0,0.75
RN,Pilões,3.0,4.0,0.75
BA,Rio Real,3.0,7.0,0.42857142857142855
MG,Bertópolis,3.0,5.0,0.6
MG,Fronteira dos Vales,3.0,6.0,0.5
MG,Mathias Lobato,3.0,8.0,0.375
MG,Volta Grande,3.0,6.0,0.5
BA,Crisópolis,3.0,6.0,0.5
SC,União do Oeste,3.0,6.0,0.5
RN,Umarizal,3.0,6.0,0.5
SC,Água Doce,3.0,7.0,0.42857142857142855
AL,Batalha,3.0,7.0,0.42857142857142855
MG,Virgolândia,3.0,4.0,0.75
SC,Luzerna,3.0,4.0,0.75
GO,Panamá,3.0,3.0,1.0
SC,Vargem Bonita,3.0,5.0,0.6
CE,Cariús,3.0,6.0,0.5
SP,Fernão,3.0,4.0,0.75
PE,Barreiros,3.0,11.0,0.2727272727272727
BA,Euclides da Cunha,3.0,8.0,0.375
CE,Cedro,3.0,6.0,0.5
SC,Irati,3.0,4.0,0.75
RN,Riacho da Cruz,3.0,4.0,0.75
BA,São José da Vitória,3.0,6.0,0.5
BA,Santa Cruz da Vitória,3.0,6.0,0.5
RN,Serrinha dos Pintos,3.0,3.0,1.0
BA,Pedro Alexandre,3.0,5.0,0.6
BA,Pé de Serra,3.0,5.0,0.6
BA,Itapitanga,3.0,7.0,0.42857142857142855
PR,Guaporema,3.0,4.0,0.75
MG,Nacip Raydan,3.0,7.0,0.42857142857142855
BA,Nordestina,3.0,6.0,0.5
RS,Roca Sales,3.0,6.0,0.5
BA,Jeremoabo,3.0,5.0,0.6
PR,Santo Antônio do Caiuá,3.0,4.0,0.75
BA,Paripiranga,3.0,5.0,0.6
BA,Heliópolis,3.0,4.0,0.75
PR,São Pedro do Paraná,3.0,4.0,0.75
BA,Fátima,3.0,4.0,0.75
SC,Arvoredo,3.0,5.0,0.6
SC,Caibi,3.0,4.0,0.75
MG,Lamim,3.0,5.0,0.6
SC,Caxambu do Sul,3.0,4.0,0.75
AL,Ouro Branco,3.0,6.0,0.5
PR,Nova Aliança do Ivaí,3.0,5.0,0.6
BA,Adustina,3.0,8.0,0.375
SC,Coronel Freitas,3.0,5.0,0.6
SC,Cunhataí,3.0,5.0,0.6
BA,Itaju do Colônia,3.0,5.0,0.6
SP,Nova Castilho,3.0,5.0,0.6
SC,Flor do Sertão,3.0,4.0,0.75
PR,Douradina,3.0,7.0,0.42857142857142855
PB,São Miguel de Taipu,3.0,6.0,0.5
